TXT_ISSN_P,TXT_ISSN_E,TXT_ISSN_L,NME_REVISTA_IN,NRO_ANO,ID_CLAS_REV,DEP_REV_IN,MUN_REV_IN,NME_ESPECIALIDAD,NME_AREA,NME_GRAN_AREA,NME_INST_EDIT_1,TIPO_INS_N2_E1,TIPO_INS_N3_E1
1909-4841,,,Tumbaga,2015,C,Tolima,Ibagué,No registra,Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD DEL TOLIMA,Universidades,Público
0124-4620,,,Revista Colombiana De Filosofía De La Ciencia,2016,B,"Bogotá, D. C.","Bogotá, D.C.",Filosofía,Otras Humanidades,Humanidades,UNIVERSIDAD EL BOSQUE,Universidades,Privado
2145-9444,,2145-9444,Zona Proxima,2022,B,Atlántico,Barranquilla,No registra,Ciencias de la Educación,Ciencias Sociales,FUNDACION UNIVERSIDAD DEL NORTE,Universidades,Privado
0124-0579,,,Estudios Socio-Jurídicos,2015,A2,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO,Universidades,Privado
0120-8454,2145-9169,,Análisis,2016,C,"Bogotá, D. C.","Bogotá, D.C.",Filosofía,Otras Humanidades,Humanidades,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
1692-7389,,,Ingenierias & Amazonia,2015,C,Caquetá,Florencia,Ingeniería de Producción,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD DE LA AMAZONIA,Universidades,Público
1794-631X,2500-5782,,Revista De Investigaciones,2007,C,Quindío,Armenia,Otras Ciencias Naturales,Otras Ciencias Naturales,Ciencias Naturales,UNIVERSIDAD DEL QUINDIO,Universidades,Público
2145-6445,,,Revista Latinoamericana De Estudios De Familia,2014,B,Caldas,Manizales,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DE CALDAS,Universidades,Público
1794-3159,,,Poliantea,2016,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Periodismo y Comunicaciones,Ciencias Sociales,INSTITUCION UNIVERSITARIA POLITECNICO GRANCOLOMBIANO,Universidades,Privado
1900-1592,,,Conservacion Colombiana,2021,C,No disponible,No disponible,No registra,No registra,No registra,,No disponible,No disponible
0122-5383,2382-4581,,"Ct&F Ciencia, Tecnología Y Futuro",2016,A1,Santander,Piedecuesta,Ingeniería de Procesos,Ingeniería Química,Ingeniería y Tecnología,ECOPETROL S A,Grande,Mixto
0120-5633,,2357-3260,Revista Colombiana De Cardiología,2022,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,SOCIEDAD COLOMBIANA DE CARDIOLOGIA Y CIRUGIA CARDIOVASCULAR,Entidades sin ánimo de lucro,Privado
1692-8156,2011-1703,,International Law : Revista Colombiana De Derecho Internacional,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0123-9155,,,Acta Colombiana De Psicología,2016,A1,"Bogotá, D. C.","Bogotá, D.C.","Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)",Psicología,Ciencias Sociales,UNIVERSIDAD CATOLICA DE COLOMBIA,Universidades,Privado
0120-3932,,,Economicas Cuc,2017,C,Atlántico,Barranquilla,Economía,Economía y Negocios,Ciencias Sociales,CORPORACION UNIVERSIDAD DE LA COSTA,Universidades,Privado
0366-5232,,,Caldasia,2019,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0121-0793,2011-7965,,Iatreia,2019,C,Antioquia,Medellín,Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
2216-1201,,,Revista Colombiana De Ciencias Sociales,2020,B,Antioquia,Medellín,"Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD CATOLICA LUIS AMIGO,Universidades,Privado
1692-5858,,,Encuentros,2015,B,Atlántico,Barranquilla,Medios y Comunicación Social,Periodismo y Comunicaciones,Ciencias Sociales,UNIVERSIDAD AUTONOMA DEL CARIBE,Universidades,Privado
0121-8697,,,Revista De Derecho,2013,A2,Atlántico,Barranquilla,Derecho,Derecho,Ciencias Sociales,FUNDACION UNIVERSIDAD DEL NORTE,Universidades,Privado
2215-8987,,,Arka Revista De Arquitectura,2016,C,No disponible,No disponible,Arquitectura y Urbanismo,Arte,Humanidades,UNIVERSIDAD LA GRAN COLOMBIA,Universidades,Privado
1657-3412,,,Cuadernos Hispanoamericanos De Psicología,2011,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Psicología,Ciencias Sociales,UNIVERSIDAD EL BOSQUE,Universidades,Privado
0121-4993,,,Revista De Ingeniería,2015,A2,"Bogotá, D. C.","Bogotá, D.C.",Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD DE LOS ANDES,Universidades,Privado
0123-2304,,,Temas Y Reflexiones,2009,C,Tolima,Ibagué,Otras Humanidades,Otras Humanidades,Humanidades,UNIVERSIDAD DE IBAGUE,Universidades,Privado
2215-9444,,,Arquetipo,2016,C,Risaralda,Pereira,"Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD CATOLICA DE PEREIRA,Universidades,Privado
1900-3803,,,Entramado,2015,B,Valle del Cauca,Cali,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
0124-7107,23897066,,Universidad Y Salud,2020,C,Nariño,Pasto,Salud Pública,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE NARINO,Universidades,Público
0121-182X,,,Prolegomenos : Derechos Y Valores,2016,B,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD MILITAR NUEVA GRANADA,Universidades,Público
2344-8652,,,Investigación e Innovación en Ingenierías,2020,B,Atlántico,Barranquilla,No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD SIMON BOLIVAR,Universidades,Privado
2011-2173,,,Revista Colombiana De Ciencias Hortícolas,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",Otras Ciencias Agrícolas,Otras Ciencias Agrícolas,Ciencias Agrícolas,SOCIEDAD COLOMBIANA DE CIENCIAS HORTICOLAS,Entidades sin ánimo de lucro,Privado
1909-2474,,1909-2474,Revista Luna Azul,2022,C,Caldas,Manizales,Ciencias Ambientales (Aspectos Sociales),Geografía Social y Económica,Ciencias Sociales,UNIVERSIDAD DE CALDAS,Universidades,Público
1794-7111,,,Kepes,2017,A2,Caldas,Manizales,No registra,Arte,Humanidades,UNIVERSIDAD DE CALDAS,Universidades,Público
2215-7360,,,Aglala,2020,B,Bolívar,Cartagena de Indias,No registra,Otras Ciencias Sociales,Ciencias Sociales,CORPORACION UNIVERSITARIA RAFAEL NUNEZ,Universidades,Privado
1692-7389,,,Ingenierias & Amazonia,2016,C,Caquetá,Florencia,Ingeniería de Producción,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD DE LA AMAZONIA,Universidades,Público
0120-0011,,,Revista De La Facultad De Medicina De La Universidad Nacional De Colombia,2017,B,"Bogotá, D. C.","Bogotá, D.C.",Otras Ciencias Médicas,Otras Ciencias Médicas,Ciencias Médicas y de la Salud,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1794-6638,,,Ratio Juris,2015,C,Antioquia,Medellín,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD AUTONOMA LATINOAMERICANA UNAULA,Universidades,Privado
0120-0690,,2256-2958,Revista Colombiana De Ciencias Pecuarias,2022,B,Antioquia,Medellín,No registra,Ciencias Veterinarias,Ciencias Agrícolas,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0121-4470,,,Momento,2015,B,"Bogotá, D. C.","Bogotá, D.C.","Física atómica, Molecular y Química",Ciencias Físicas,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-9965,,2357-3732,Agronomía Colombiana,2021,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,"Agricultura, Silvicultura y Pesca",Ciencias Agrícolas,,No disponible,No disponible
0124-406X,2382-4921,,Rastros Rostros,2015,C,Santander,Bucaramanga,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,CORPORACION CLINICA UNIVERSIDAD COOPERATIVA DE COLOMBIA,Organizaciones no gubernamentales,Privado
0120-7555,2346-206X,,Turismo Y Sociedad,2014,C,"Bogotá, D. C.","Bogotá, D.C.",Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EXTERNADO DE COLOMBIA,Universidades,Privado
0121-4993,,,Revista De Ingeniería,2016,A2,"Bogotá, D. C.","Bogotá, D.C.",Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD DE LOS ANDES,Universidades,Privado
0122-1701,,,Scientia Et Technica,2016,C,Risaralda,Pereira,Ingeniería Eléctrica y Electrónica,"Ingenierías Eléctrica, Electrónica e Informática",Ingeniería y Tecnología,UNIVERSIDAD TECNOLOGICA DE PEREIRA,Universidades,Público
0121-0807,2145-8464,,Salud Uis,2020,C,No disponible,No disponible,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Universidades,Público
2145-6097,,,Revista De Investigacion Agraria Ambiental,2017,C,"Bogotá, D. C.","Bogotá, D.C.",Agronomía,"Agricultura, Silvicultura y Pesca",Ciencias Agrícolas,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,Universidades,Público
0120-0062,2011-3668,,Ideas Y Valores,2019,B,"Bogotá, D. C.","Bogotá, D.C.",Otras Humanidades,Otras Humanidades,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0122-8420,,,Ciencia Y Agricultura,2015,B,Boyacá,Tunja,No registra,"Agricultura, Silvicultura y Pesca",Ciencias Agrícolas,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
0123-2592,,,Dialéctica,2009,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,FUNDACION UNIVERSITARIA COMPENSAR,Universidades,Privado
0120-8462,2500-5375,,Cuadernos De Filosofía Latinoamericana,2018,C,"Bogotá, D. C.","Bogotá, D.C.",Filosofía,Otras Humanidades,Humanidades,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
2145-9444,,,Zona Proxima,2015,B,Atlántico,Barranquilla,No registra,Otras Ciencias Sociales,Ciencias Sociales,FUNDACION UNIVERSIDAD DEL NORTE,Universidades,Privado
1900-9895,,2500-5324,Latinoamericana De Estudios Educativos,2021,C,Caldas,Manizales,No registra,Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD DE CALDAS,Universidades,Público
0120-4807,,,Universitas Humanística,2020,B,No disponible,No disponible,Antropología,Sociología,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0123-921X,,2248-7638,Tecnura,2022,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,"Ingenierías Eléctrica, Electrónica e Informática",Ingeniería y Tecnología,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Universidades,Público
2027-3029,,,Rostros & Rastros,2013,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Derecho,Ciencias Sociales,PROCURADURIA GENERAL DE LA NACION,Nacional,Público
1794-631X,2500-5782,,Revista De Investigaciones,2014,C,Quindío,Armenia,Otras Ciencias Naturales,Otras Ciencias Naturales,Ciencias Naturales,UNIVERSIDAD DEL QUINDIO,Universidades,Público
2248-6046,,2011-7663,Finanzas Y Política Económica,2022,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD CATOLICA DE COLOMBIA,Universidades,Privado
1657-3986,2256-5477,,Desde El Jardín De Freud,2011,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Psicología,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
2145-6445,,,Revista Latinoamericana De Estudios De Familia,2015,B,Caldas,Manizales,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DE CALDAS,Universidades,Público
2382-4018,,2382-4018,Collectivus. Revista de Ciencias Sociales,2022,C,Atlántico,Barranquilla,Otras Humanidades,Otras Humanidades,Humanidades,UNIVERSIDAD DEL ATLANTICO,Universidades,Público
0123-3068,,2462-8190,Boletín Científico Del Museo De Historia Natural,2021,A2,Caldas,Manizales,No registra,Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD DE CALDAS,Universidades,Público
1900-7841,,,Revista Colombiana Salud Libre,2015,C,Valle del Cauca,Cali,Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
0120-3347,2145-4604,,Revista Colombiana De Anestesiología,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1900-5407,2011-4273,,Antípoda : Revista De Antropología Y Arqueología,2020,A2,"Bogotá, D. C.","Bogotá, D.C.",Antropología,Sociología,Ciencias Sociales,UNIVERSIDAD DE LOS ANDES,Universidades,Privado
0124-177X,,,Gestión Y Ambiente,2020,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Geografía Social y Económica,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
,2027-5846,,Ingenierias Usbmed,2020,C,Antioquia,Medellín,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD DE SAN BUENAVENTURA CALI,Universidades,Privado
0120-8942,,,Dikaion - Lo Justo,2017,C,Cundinamarca,Chía,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD DE LA SABANA,Universidades,Privado
2145-9444,,,Zona Proxima,2016,B,Atlántico,Barranquilla,No registra,Otras Ciencias Sociales,Ciencias Sociales,FUNDACION UNIVERSIDAD DEL NORTE,Universidades,Privado
0124-2059,,,Investigación En Enfermería :Imagen Y Desarrollo,2019,C,"Bogotá, D. C.","Bogotá, D.C.",Enfermería,Ciencias de la Salud,Ciencias Médicas y de la Salud,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
1657-4249,,,Uni-Pluriversidad,2019,C,Antioquia,Medellín,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0121-3814,,,"Tea Tecné, Episteme Y Didaxis",2020,C,"Bogotá, D. C.","Bogotá, D.C.","Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA NACIONAL,Universidades,Público
1692-715X,2027-7679,,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud",2015,A2,Caldas,Manizales,Sociología,Sociología,Ciencias Sociales,UNIVERSIDAD DE MANIZALES UMANIZALES,Universidades,Privado
0124-2067,,,Principia Iuris,2017,C,Boyacá,Tunja,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
0124-0064,,,Revista De Salud Pública,2016,A1,No disponible,No disponible,Salud Pública,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-338X,,2256-5469,Forma Y Función,2021,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Idiomas y Literatura,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1657-7027,,2500-6177,Revista Gerencia Y Políticas De Salud,2021,C,"Bogotá, D. C.","Bogotá, D.C.",Salud Pública,Ciencias de la Salud,Ciencias Médicas y de la Salud,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
1900-6586,,2500-7645,"Revista Científica ""General José María Córdova""",2021,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA,Universidades,Público
2322-9381,,2322-9675,Trashumante,2021,B,Antioquia,Medellín,No registra,Historia y Arqueología,Humanidades,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
1692-8563,,2322-956X,Dimensión Empresarial,2021,B,Atlántico,Barranquilla,Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD AUTONOMA DEL CARIBE,Universidades,Privado
0486-6525,,2539-472X,Revista Colombiana De Antropología,2021,B,"Bogotá, D. C.","Bogotá, D.C.",Antropología,Sociología,Ciencias Sociales,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA ICANH,Nacional,Público
0034-7418,1909-6356,,Revista Colombiana De Ciencias Químico Farmacéuticas,2013,A2,"Bogotá, D. C.","Bogotá, D.C.",Farmacología y Farmacia,Medicina Básica,Ciencias Médicas y de la Salud,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-548X,1900-1649,,Acta Biológica Colombiana,2012,A2,"Bogotá, D. C.","Bogotá, D.C.","Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-9965,,,Agronomía Colombiana,2008,A2,"Bogotá, D. C.","Bogotá, D.C.",Agronomía,"Agricultura, Silvicultura y Pesca",Ciencias Agrícolas,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-4688,,,Praxis Filosófica,2006,C,Valle del Cauca,Cali,Filosofía,Otras Humanidades,Humanidades,UNIVERSIDAD DEL VALLE,Universidades,Público
0120-8748,,,Acta Neurológica Colombiana,2009,C,"Bogotá, D. C.","Bogotá, D.C.",Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,ASOCIACION COLOMBIANA DE NEUROCIRUGIA,Entidades sin ánimo de lucro,Privado
1692-7257,,,Revista Colombiana De Tecnologías De Avanzada,2009,C,Norte de Santander,Pamplona,Ingeniería Eléctrica y Electrónica,"Ingenierías Eléctrica, Electrónica e Informática",Ingeniería y Tecnología,UNIVERSIDAD DE PAMPLONA,Universidades,Público
1657-6357,,,Sociedad Y Economía,2010,B,Valle del Cauca,Cali,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DEL VALLE,Universidades,Público
1657-6357,,,Sociedad Y Economía,2014,A2,Valle del Cauca,Cali,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DEL VALLE,Universidades,Público
1692-8156,2011-1703,,International Law : Revista Colombiana De Derecho Internacional,2005,C,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0304-3584,2145-7166,,Actualidades Biológicas,2009,A2,Antioquia,Medellín,Otras Biologías,Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0120-0062,2011-3668,,Ideas Y Valores,2011,A2,"Bogotá, D. C.","Bogotá, D.C.",Otras Humanidades,Otras Humanidades,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0041-9095,2011-0839,,Universitas Médica,2007,C,No disponible,No disponible,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0123-5923,,,Estudios Gerenciales,2009,A2,Valle del Cauca,Cali,Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD ICESI,Universidades,Privado
1657-6276,,,Pensamiento & Gestión,2007,C,Atlántico,Barranquilla,Negocios y Management,Economía y Negocios,Ciencias Sociales,FUNDACION UNIVERSIDAD DEL NORTE,Universidades,Privado
0124-5996,,,Revista De Economía Institucional,2012,A2,"Bogotá, D. C.","Bogotá, D.C.",Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EXTERNADO DE COLOMBIA,Universidades,Privado
1657-4249,,,Uni-Pluriversidad,2006,C,Antioquia,Medellín,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
1657-4583,,,Uis Ingenierías,2010,B,Santander,Bucaramanga,No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Universidades,Público
0123-9392,2422-379,,Infectio,2013,A2,"Bogotá, D. C.","Bogotá, D.C.",Otras Ciencias Médicas,Otras Ciencias Médicas,Ciencias Médicas y de la Salud,ASOCIACION COLOMBIANA DE INFECTOLOGIA,Entidades sin ánimo de lucro,Privado
0124-7107,23897066,,Universidad Y Salud,2010,B,Nariño,Pasto,Salud Pública,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE NARINO,Universidades,Público
0123-4226,,,Revista U.D.C.A. Actualidad & Divulgación Científica,2007,B,"Bogotá, D. C.","Bogotá, D.C.",Otras Ciencias Agrícolas,Otras Ciencias Agrícolas,Ciencias Agrícolas,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES U D C A,Universidades,Privado
0120-386X,2256-3334,,Revista Facultad Nacional De Salud Publica,2005,B,Antioquia,Medellín,Salud Pública,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0120-2510,,,Boletín De Antropología,2006,C,Antioquia,Medellín,Antropología,Sociología,Ciencias Sociales,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0124-177X,,,Gestión Y Ambiente,2006,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Geografía Social y Económica,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-8845,,,Revista Colombiana De Ortopedia Y Traumatología,2015,C,"Bogotá, D. C.","Bogotá, D.C.",Cirugía,Medicina Clínica,Ciencias Médicas y de la Salud,SOCIEDAD COLOMBIANA DE ORTOPEDIA Y TRAUMATOLOGIA,Entidades sin ánimo de lucro,Público
0120-8845,,,Revista Colombiana De Ortopedia Y Traumatología,2014,C,"Bogotá, D. C.","Bogotá, D.C.",Cirugía,Medicina Clínica,Ciencias Médicas y de la Salud,SOCIEDAD COLOMBIANA DE ORTOPEDIA Y TRAUMATOLOGIA,Entidades sin ánimo de lucro,Público
0120-8845,,,Revista Colombiana De Ortopedia Y Traumatología,2007,C,"Bogotá, D. C.","Bogotá, D.C.",Cirugía,Medicina Clínica,Ciencias Médicas y de la Salud,SOCIEDAD COLOMBIANA DE ORTOPEDIA Y TRAUMATOLOGIA,Entidades sin ánimo de lucro,Público
